FromNode,ToNode
186750,49102
186750,59590
186750,153026
186750,161514
186750,274389
68889,56758
68889,216749
14,38342
14,214128
14,234704
214128,178672
214128,227979
234704,132695
234704,139976
234704,211401
38342,60981
38342,154291
38342,159247
38342,214128
38342,234704
61790,42184
61790,44257
61790,84255
61790,105300
61790,107877
61790,131813
61790,281741
271588,38342
271588,214128
271588,234704
231650,38342
231650,214128
231650,234704
190691,38342
190691,214128
190691,234704
150611,24306
150611,38342
150611,190691
150611,214128
150611,234704
94594,38342
94594,214128
94594,234704
57467,38342
57467,214128
57467,234704
24306,38342
24306,150611
24306,190691
24306,214128
24306,234704
19,170290
20,195916
195916,15363
195916,24584
195916,35951
195916,56067
195916,69696
195916,81284
195916,88925
195916,90359
195916,128110
195916,143088
195916,147616
195916,160454
195916,165180
195916,171986
195916,187691
195916,194470
195916,195041
195916,220956
195916,222042
195916,222269
195916,223108
195916,231797
195916,231902
195916,235426
195916,241429
195916,255837
195916,262269
195916,275712
22,15399
15399,22
206531,186750
206531,255467
37606,5539
37606,186750
247241,17781
247241,242288
127062,17781
127062,51435
127062,199099
127062,247241
75454,17781
75454,127062
75454,247241
17781,247241
243180,20533
243180,84428
243180,165189
165189,20533
165189,84428
165189,243180
84428,140017
84428,173057
20533,84428
20533,165189
20533,243180
31,142649
142649,173877
142649,175968
32,245209
245209,32
6506,31013
261901,1581
261901,6508
1581,261901
166939,15416
166939,44255
166939,50066
166939,199545
153026,49102
153026,59590
153026,161514
153026,213156
153026,280696
161514,49102
161514,59590
161514,153026
161514,230012
161514,274389
49102,24250
49102,58221
49102,59590
49102,139807
49102,153026
49102,161514
49102,183836
49102,193498
49102,217626
59590,6498
59590,23439
59590,49102
59590,111852
59590,153026
59590,161514
59590,190808
59590,213156
59590,230012
59590,280696
214033,203421
91620,102744
244609,38342
244609,83582
244609,116272
244609,172082
244609,214128
244609,234704
172082,38342
172082,214128
172082,234704
116272,38342
116272,83582
116272,214128
116272,234704
83582,38342
83582,116272
83582,214128
83582,234704
98387,2260
98387,19189
98387,138156
2260,19189
2260,47742
2260,125692
2260,129885
2260,212007
19189,2260
19189,129885
259343,27940
259343,183287
46787,27940
46787,259343
27940,18945
27940,55907
27940,62720
27940,102469
27940,124342
27940,203600
27940,219187
27940,259343
6530,237014
29896,100267
29896,101384
29896,104545
29896,223243
265387,43111
265387,72001
265387,137690
226137,22272
226137,52680
226137,72001
226137,137690
226137,265387
134083,51025
134083,62336
134083,94115
134083,120168
137690,5562
137690,72001
137690,265387
62336,51025
62336,94115
62336,120168
62336,134083
43111,72001
43111,137690
43111,265387
22272,5562
22272,72001
22272,137690
22272,265387
5562,22272
5562,72001
5562,137690
5562,214876
5562,265387
179759,17781
179759,71562
179759,111245
179759,211767
179759,247241
111245,17781
111245,51255
111245,162132
111245,226325
111245,247241
263270,50258
162418,12026
173129,5436
173129,38342
173129,118567
173129,214128
173129,234704
118567,5436
118567,38342
118567,173129
118567,214128
118567,234704
38896,38342
38896,214128
38896,234704
5436,38342
5436,214128
5436,234704
233947,2264
233947,7637
233947,9808
233947,13154
233947,14273
233947,18887
233947,29782
233947,47553
233947,51612
233947,55964
233947,57063
233947,82421
233947,83504
233947,110024
233947,113248
233947,135061
233947,142627
233947,162447
233947,167199
167199,142627
167199,233947
10044,231363
6517,231363
219782,175106
175106,219782
235195,214628
90,69256
90,195814
195814,90
69256,26849
69256,75538
69256,183947
69256,229024
254127,60440
254127,96358
96358,60440
40117,2151
40117,6434
40117,60440
40117,96358
40117,114719
40117,129885
40117,141271
40117,145505
40117,166561
60440,40117
60440,96358
