FromNode,ToNode
107668,116588
38640,114117
218742,28600
26780,118206
167497,241224
170907,61682
162970,113548
89163,118326
97905,167295
37189,120213
162484,97395
109315,82941
152301,208660
167986,208126
72080,27672
255001,108649
170064,163527
155100,103039
212877,132695
45019,97563
134925,71758
57302,215308
186066,265135
242941,156223
280346,270237
137219,226411
162882,161514
123479,209289
183768,82382
217292,120708
179496,71101
51674,59601
164332,79005
11521,44894
128402,30100
226047,159904
263098,1177
42103,33572
223521,202079
240090,176782
100310,107874
140840,238668
62345,77999
100791,136459
12676,117458
132013,280367
17574,2954
161034,162511
100902,14467
42339,214536
26255,19357
44256,221087
214066,221522
162117,190849
158179,264318
167974,156794
39409,78121
226137,271205
239459,133847
35951,163296
224518,125182
46232,158339
98685,16141
136890,75313
212160,233183
107183,111699
227894,189345
109040,19570
231266,53540
56993,184119
228642,107327
214442,50982
208664,97743
125700,234704
131945,155998
180882,174300
268673,247241
272588,252445
127052,101162
141697,278080
262494,267417
265489,225296
261979,115778
195687,168226
68103,247241
13713,159570
127062,66211
179068,166943
101329,2344
167701,174140
216635,225964
91146,8373
137219,170281
92855,176864
53273,55214
145113,258580
182715,191684
158449,6124
207566,11508
265438,16505
188238,117152
189624,90730
69394,61793
31461,19075
5509,120708
149458,25955
21876,258617
142,183865
255575,186902
166202,151939
143204,241454
116677,253031
152838,191774
144386,168823
54307,221087
133196,16113
107579,55646
85741,175144
97957,183069
241214,91800
115581,257659
172478,270651
21815,252979
21351,137632
273829,133797
243704,223986
266337,88748
251880,243508
20530,88167
136756,250976
198673,98595
171442,246441
7077,177206
50706,266024
236818,181438
188083,153236
43179,98387
91230,152301
243430,70192
62009,213898
210851,116869
192516,243079
70864,222442
60306,188482
265837,47097
125712,100932
248121,73555
41215,246352
89546,255055
268523,221600
108881,66296
63515,46916
224501,44843
188706,196228
92964,75947
137849,190537
137392,162438
258094,57436
103031,243109
123038,154785
174535,96291
5247,175144
69511,141627
201558,77999
23038,226632
91146,236761
184768,55788
69511,213170
105403,20519
13926,145047
15016,184125
113888,167295
51017,226462
206476,11261
112035,214128
227685,135127
278817,257214
241149,29702
255669,111252
61066,1470
9279,9415
70460,236747
71015,187041
55410,162373
201424,132695
79403,186902
16210,137297
204199,121924
27101,64172
270906,78057
110529,116200
188759,179003
65898,105046
144512,257442
91528,2404
28345,81130
224242,150733
2168,106376
38096,214128
149768,159991
217122,273653
129217,98139
195584,113037
151826,104912
97757,151939
68819,137632
171888,164760
164319,20533
210860,103797
91473,74418
120738,3110
228695,276112
219676,89073
13825,176983
164130,160831
69511,166209
55970,245729
29171,177539
199222,194813
9645,124147
14203,194437
2354,132191
77999,192719
235025,239428
84378,79020
48090,63695
87206,250692
250374,96745
204691,180703
112972,89127
147024,227319
51841,248115
62092,105924
75045,129749
259061,236358
28648,1553
192404,260815
26282,168189
