FromNode,ToNode
24935,260826
91739,69358
215067,222854
62309,267988
272133,33818
152123,175429
192764,257037
93351,226411
141969,89073
251942,74478
97715,266325
1892,224650
178924,93333
256385,261114
133451,24745
91304,261845
54987,150944
205597,186902
170518,163881
109548,199164
266378,277244
109128,114114
9083,17781
206934,273231
88869,45074
195645,226411
280142,276897
29541,263599
39240,118653
35059,117152
81026,175791
83630,177449
255668,234704
279105,273507
269639,249575
210451,195183
63249,140
8319,231363
8560,32138
132212,180290
1774,161223
15224,231363
120329,69555
280874,231331
232236,243227
18581,15581
228201,226411
75859,231363
276942,104085
171284,174963
274829,153450
28018,52289
142049,116180
198738,205177
63843,225872
47098,86256
51961,117864
73438,184850
129729,186750
108762,67756
125913,278083
164253,186750
224525,175972
127577,273606
102944,62001
110469,166976
140633,48541
163967,217067
129527,259455
251864,67334
114794,40082
56374,60395
80324,236129
52214,46997
208173,264386
163568,28714
77718,79917
213427,120708
180737,189681
96031,16634
118410,81435
191042,180268
164721,159373
245889,226411
253412,148862
26364,19965
24973,27089
259572,224841
12170,234153
216976,226411
31775,224775
143925,61568
71159,119043
5151,70102
219379,230585
190561,186057
251770,246385
281428,262003
192396,65859
29313,34850
103125,93177
80973,107222
258155,155857
239503,231363
129568,124391
272275,186902
200401,197968
22354,144771
160820,226411
75045,129749
131808,106751
40532,12136
13487,210510
7305,9427
239793,277998
162668,182601
229376,232104
242109,225872
929,11650
3454,25575
190838,13762
49669,85618
122701,157861
166588,187014
215148,221664
101147,102453
22033,173546
31161,70476
222401,93778
170139,105607
2058,90254
204027,146705
182055,234704
103065,95163
40109,39156
198285,136821
121950,198709
62317,33539
110084,7432
116819,214128
171549,155923
213608,173621
21527,51298
88193,95141
256016,65465
59669,209037
126655,279100
142787,262263
189862,143070
270982,268547
102717,87073
56475,235914
164072,201531
117981,259439
24778,49878
169159,79381
37468,226411
228552,222487
11648,89073
63397,68889
6448,86240
259184,276725
133067,124283
33797,30395
41609,19801
181463,167986
179351,184292
54606,89073
103991,103638
84596,270237
134389,88383
7959,66517
44721,185452
78890,81142
242311,184125
61504,30109
105,6491
247006,252558
5899,31871
121798,149921
211439,272161
252384,120708
37249,15658
265587,226411
182218,162473
266082,133417
177335,279287
147334,94358
31601,119479
134271,59402
271580,267908
130256,251946
59682,205982
168150,133797
57335,26659
92513,273244
235653,279670
69629,77999
4829,272442
99324,225872
164172,34573
88594,78094
107158,137892
116183,160917
207384,86379
59931,3164
21313,150335
100993,90530
47818,55684
103827,75952
124501,139297
24837,50354
217097,234704
23934,95163
90240,160021
40009,241454
6067,465
59868,69358
240939,254028
160374,39925
113826,89712
25532,167295
188542,266286
24613,172024
206865,232660
99339,87296
226540,220069
37241,215349
151783,63926
201907,226411
169168,67335
167456,164571
253199,82349
250652,76093
214577,241454
145985,114398
217537,117492
120193,74728
113449,162513
235183,19246
5525,160653
189248,184098
118185,73100
39679,74492
121684,2915
186031,210108
64284,70318
34222,9856
252155,260246
208340,214967
94541,65463
68759,122768
259602,266776
228273,45760
165539,235902
113905,132695
56840,246289
275202,268357
18120,16858
121667,91769
81010,55788
245846,272248
269251,163971
50189,44611
254148,163535
279172,119834
110384,67503
170723,275707
228759,222297
116124,120221
280238,170578
274131,278501
231060,56650
175192,242059
175586,107758
166795,161740
209876,214128
133684,67756
259493,212119
276674,69358
183675,185916
77231,72566
248294,101831
185880,115813
268662,225872
252842,181138
251403,225012
175827,65580
138887,225872
13787,96254
215086,20468
52892,137434
165610,208086
236903,226411
115415,1310
123787,116298
140924,225872
175778,200631
170975,2260
27519,150723
139514,140237
79083,214128
148688,150821
120806,238303
10552,163887
48628,150492
270518,264712
264323,134832
22608,226411
144275,252445
196680,242326
187447,257302
191234,136606
271824,153053
261687,44372
90172,77999
142285,24210
158500,218403
108593,10317
20109,207636
158943,277440
17383,247252
196011,202321
48512,68295
249160,260349
4621,84428
227942,223079
86140,186750
234234,152251
184919,47869
100671,67756
75170,86240
3824,29229
262443,35084
67113,11910
167491,253570
196427,89073
180335,240834
238925,69358
40692,222729
159145,49060
28383,31363
179600,176050
112091,186902
225127,272678
224284,226767
161872,87129
236490,208086
161332,146705
78323,93778
178501,193567
259768,95250
275331,192182
13795,226411
160472,241454
150196,229939
237222,140175
26165,20184
272168,5444
40114,119479
243510,11725
16046,205477
122860,175021
29426,34776
21331,225872
255465,231363
76499,67503
184008,93778
225463,221146
57720,186902
241571,228964
165305,130577
240428,38342
137323,170452
144004,30051
94616,186902
245327,19781
13267,2273
278537,271488
217705,111803
37518,225872
87036,127934
133209,267800
251177,70723
108863,241454
62978,102022
525,24942
100784,174664
181439,234704
38101,132695
240982,273043
135180,10577
33870,231363
229212,228237
100260,152437
247489,202722
97433,103665
70250,198090
165751,224445
23155,18267
138309,82868
154596,82476
122281,259455
277478,24726
273280,20468
75935,234704
70832,265358
9298,196286
261296,226411
30608,36254
179298,184372
167156,69358
36103,185794
396,158568
166120,242531
140431,202071
244724,241667
278918,226411
159045,278668
166470,162063
266803,68597
45768,186905
257973,236666
202858,226411
205972,68889
114037,231363
242836,239306
18549,86059
260949,2955
75804,63130
125088,78881
110642,130319
118526,217923
22862,93778
235134,112881
197388,241727
39195,89073
100699,167295
82308,87774
60616,218170
272540,93471
172255,124691
106911,134832
265979,79533
264412,239986
174348,132111
43201,13239
273900,168032
36989,165162
112566,93989
276013,157693
249290,27904
19891,119479
200621,226411
255137,96834
44031,226411
231148,237844
239757,34573
169923,32791
172667,272722
95176,85418
89283,15881
176343,155098
245359,3090
161926,214128
255370,167295
154855,9837
5988,156942
245986,151981
7499,9665
132607,178456
238736,264587
89175,89073
216002,17409
57487,226411
148290,208162
217702,89073
120694,91224
189310,82997
47318,245659
153784,230040
139491,156989
157111,231553
251366,124049
269187,62001
200305,241883
118882,133288
80729,195916
160478,37041
277681,219351
166189,32287
251147,84428
74310,134832
195390,198668
238715,147270
150235,156240
37100,225872
51008,124926
247531,172371
251689,252583
75446,93549
265873,265428
204540,212418
144643,170844
266583,95163
28804,15252
92634,31826
170738,247424
38013,191772
231058,139062
41084,68222
159246,103998
98322,218466
73141,17737
53984,237322
271592,263623
230231,67756
58205,251876
188416,272762
126608,167295
7739,14235
140989,166624
228790,195534
68238,34573
212853,57937
59181,2260
96747,137331
87425,228641
51872,47356
116201,90700
83548,190719
38517,27904
138492,65463
272005,244492
231341,38342
256416,69514
41154,68889
215386,122278
2857,22380
177282,129885
21241,44587
238952,236803
60409,261572
79282,104153
271420,222186
173277,69358
6431,278293
48478,27904
93441,239312
6297,262
199603,93989
257926,231363
46642,210301
112153,69358
35848,18533
81297,84324
12417,167295
188797,89073
240813,262860
224098,164914
57967,2846
154963,170330
215810,226411
24682,151981
51820,124005
77827,105607
262931,2260
81081,141577
55601,207822
190887,160078
151060,169334
32345,12965
160415,26574
262394,127113
15908,225872
129300,7719
166303,165304
134646,38342
132496,69358
231430,89073
130307,162362
227485,212016
199988,132695
14675,69724
86280,245546
208718,38342
247480,82411
208581,32895
89387,113673
40685,36731
100494,272442
204097,228446
209068,110102
19236,22654
199950,210213
153940,278083
33919,89073
113603,93874
245262,141952
38206,27347
257136,241454
22918,137690
77869,91754
247117,164479
110213,127880
137836,111707
217273,93778
26282,551
47197,266335
179407,114813
191666,176469
276111,84270
81037,192404
16639,8191
233261,263520
133552,226411
214165,95163
214429,218944
181035,190593
153385,105607
189308,96939
154334,241454
159050,109262
182801,125942
152845,158122
196515,95163
232898,94323
3582,110279
192936,227663
46625,40162
114415,111766
226062,152120
236046,81435
243896,69358
154723,158143
230673,214128
265416,81435
32549,231363
266809,272772
16999,72973
206686,190519
163517,114316
197335,28987
172965,156705
250334,210450
238642,77592
164436,175231
44640,262860
25558,62478
251825,51256
79474,38342
55811,193094
239956,10483
181077,178228
56977,251796
177873,231363
228028,91
28792,22070
30478,206007
215307,72965
7457,69358
187740,203029
52943,59595
103284,255754
198470,92984
251676,151707
81611,79352
197248,53347
61296,189272
22642,132695
182907,218964
126393,201637
100213,84770
141785,10031
5543,103869
266064,105607
177070,166070
156934,273998
132054,251796
75477,251796
245072,163466
150779,160238
250386,55160
89098,94182
26088,52223
242141,176790
172209,10713
124769,81931
48460,91336
29741,226411
182062,188476
84933,253669
171972,165253
116705,175067
51498,7923
181443,183004
200200,62130
129193,268799
262755,238608
229673,2260
88224,181268
102761,262946
214307,277866
198079,155473
39779,41448
237366,241454
105476,84574
173629,93937
87799,82323
115827,42748
276318,215721
46120,52960
197060,89073
178866,142694
74193,272762
108969,114245
245194,138813
279423,62429
90125,257497
231692,215975
63472,138280
278228,166823
156347,9130
104403,260278
116150,38342
22561,221087
35709,273606
75576,201726
31548,68632
258702,263251
197261,121849
112194,65579
7306,67954
279540,168573
101488,27542
164017,151981
119972,167295
17330,50785
206982,196066
7454,134832
225852,117152
271996,14125
31399,232918
111208,131952
232747,243788
167122,112161
67384,170452
264040,257903
113518,34801
48426,211179
57574,3627
233419,266140
54035,45307
270653,226411
278165,60479
59909,122952
273911,3408
112395,121790
194028,169594
69418,34573
318,214626
151231,93989
267606,235920
255220,14910
46445,38342
116634,174407
93273,17845
5262,160136
226721,100151
137741,111865
200020,226411
234065,133663
121024,68295
160537,178071
98132,153270
138779,124313
83496,103295
21430,24871
151180,215344
1578,226411
12335,121856
146797,245659
227317,267492
76044,186750
123363,117486
21157,54499
138957,248195
236880,176790
144676,119479
188764,72033
157926,191789
178579,72138
176987,105239
215943,222555
129100,84428
210350,257857
37690,82411
241456,213998
21042,25342
99320,5077
55934,194037
72862,232130
203155,209115
222815,89073
244909,248518
109650,192479
74458,134832
159772,80243
91369,205698
76515,226411
46100,43900
114873,151029
270765,215373
66008,89073
190749,260959
251357,198090
144119,273876
32208,69358
280081,134832
42365,89073
279747,95210
191408,207752
227035,34573
71554,98615
217310,140626
89915,214231
80442,181776
157948,263756
227876,223174
51989,185718
228624,86568
27821,16232
239046,256870
26418,230576
224049,225872
245016,226411
114636,374
29331,92501
199731,251571
186115,258657
237201,231489
166358,112797
193592,35084
209029,183004
70365,272762
103711,137632
35352,17781
206166,191157
155607,207801
155878,120708
213639,60175
71647,98404
104429,241454
122967,117878
154823,223399
233653,230653
243063,32916
206883,257023
215838,134832
152568,83692
160626,226290
20126,26206
113193,124358
73516,251990
54887,241454
245718,232152
278126,178302
175735,261942
101961,225872
232826,261156
194355,179179
84193,11508
213869,219445
53274,193487
60182,193443
155370,60678
195071,134832
130158,251105
111605,119658
109327,180548
280628,175972
170111,176038
93132,39023
6559,134375
207669,203739
27354,83427
222896,122210
2235,47590
147724,270771
185653,186750
181127,76997
278710,255687
247204,218446
113911,231363
97898,45146
38817,15655
131431,89073
226853,272765
632,65759
171696,262860
190542,226411
111304,202284
147879,265805
223792,41122
18918,67756
67282,9546
210176,56878
190611,139419
