FromNode,ToNode
27824,24304
116350,69358
91042,45492
28140,18665
90561,241726
212877,132695
194483,166035
156785,116701
154874,39141
1738,253557
74577,153612
164332,79005
263098,1177
178672,186736
112991,244957
62237,127955
829,186750
87507,82564
112393,167159
103820,1508
132303,59101
275304,67943
81767,146705
15912,12593
77928,234704
84005,100546
160277,117087
106425,97583
237416,90543
139976,132695
244067,231405
265210,119479
72424,48480
222599,186750
185074,182901
84382,5394
215012,222196
262494,267417
268130,200174
246308,101670
119658,13098
130174,255671
144555,151011
216635,225964
42108,148366
241175,245647
31461,19075
118982,167748
14475,89073
172478,270651
205041,189959
23586,203976
89073,255083
59374,270066
81271,84378
101890,259343
121993,94085
91230,152301
141240,74984
22621,202313
68640,277080
87417,64871
194812,247924
25169,32653
186876,269612
56287,226411
6715,19738
13237,10873
69511,213170
9028,26829
160399,221385
183963,116934
9401,124705
22538,218466
60210,93989
19870,35330
42761,247959
215731,222360
191587,125340
203322,40196
90777,275445
155106,218712
249106,103201
210860,103797
251687,172387
127846,184050
79964,25854
164130,160831
56802,136533
126855,220798
233655,152558
166976,101545
67599,83603
196215,55788
5030,122938
62203,217756
77999,192719
116018,2260
84378,79020
64582,100243
35693,166976
208956,188337
59341,145166
51851,165023
276218,25635
247710,202577
51841,248115
88176,166585
22259,140619
929,11650
31281,34249
103962,72936
101115,226411
223056,1199
249996,225872
257682,251007
16356,199092
171532,174665
53067,16356
177014,92641
129965,20706
97884,170689
153656,33292
56946,256234
197658,213780
9387,115038
103998,40541
213503,202641
171203,156127
220605,225933
222795,69358
135891,16615
186428,94345
224841,103998
22706,45954
118244,145892
266184,27955
91081,227979
182350,122881
91251,211769
161090,86607
171219,167295
62039,54500
231772,18994
81435,13239
68488,112505
64411,33934
187768,137690
178302,15411
177160,3163
12959,186750
259202,167748
223902,166381
89683,1522
251175,90048
63791,61463
275776,116346
158032,132695
84224,226411
16433,196376
2839,249050
39655,42100
25850,222324
145892,169971
89073,154656
273194,194489
32916,278080
163722,144056
36198,181975
89073,164922
280935,2
131081,137411
14524,241454
11964,192935
20236,26108
110251,6160
240679,255054
79336,134477
139602,270339
42761,121743
226595,115678
105147,19405
145281,93778
25791,16955
147114,141967
2963,74506
30100,202116
247710,79815
277154,214128
98387,210034
171111,253173
241454,14111
98776,110022
93479,74502
66510,203826
10114,7254
47006,169971
104296,89073
1714,40340
220737,204308
91,65185
231378,92121
91627,32104
101146,225245
186723,107603
97784,276374
279653,191613
105830,90281
22527,37501
82538,234704
114602,107212
130584,241454
243458,103875
171792,191545
126920,52527
267071,102888
185442,147123
47896,160473
229849,222170
118973,55788
65570,182350
209677,104743
161330,260244
196568,223188
270237,184264
13719,70993
29947,269973
194766,199301
224649,177995
202641,63801
255166,265677
110904,239517
158009,67725
261874,276469
215645,133797
105607,13239
180051,267006
167553,53540
150723,230418
176419,53321
6441,279667
238638,113448
254740,202267
149627,264887
192120,123955
216665,33188
20643,79341
23192,247675
261014,1737
78914,49102
36840,67152
107886,109532
220623,137837
77387,267006
73565,114388
181370,208329
33969,17823
234704,179606
20091,75010
278579,104766
144932,213643
148688,150821
230329,8121
273283,180200
273368,213643
28600,18546
96804,76207
24726,129971
179423,204315
203525,20346
185168,277327
180482,28600
232299,73100
119479,217308
27990,36634
115090,223399
111438,126031
116989,181154
46837,226411
155867,125239
153882,2260
69601,82983
136606,123660
107620,135059
7485,195509
274944,167295
43950,142613
89625,93635
29730,62001
234063,118878
133188,171246
270885,10873
242899,203594
161985,144577
39108,19358
148939,225296
151693,128024
67725,158009
143403,69358
224445,33188
209741,226411
139329,258143
268840,69358
160481,69358
239075,40203
20533,117864
90562,132631
74867,219705
27684,69735
279454,225909
219716,122611
268866,213898
83933,49185
57350,29655
84475,192767
60490,34941
289,252192
58701,191573
22725,103977
6213,332
181022,187453
114318,56813
27384,69316
177160,41117
167906,262860
172238,183944
152220,137189
2056,65035
203594,242899
54671,30436
91602,102763
123617,241452
100115,238769
20926,25395
25496,220201
16356,56876
82868,263430
172986,262860
189776,212547
113888,204812
135127,91140
23101,79420
57449,54991
109775,165950
265034,77190
127355,195724
79584,127117
172913,32066
109622,242084
147557,77999
78328,52951
71567,76274
63791,69358
237668,169541
137940,92235
189075,145076
254599,49102
259391,252741
47258,233602
179775,84906
48208,220798
245012,168703
68062,244477
186902,44339
53222,59202
273069,184125
225348,271158
280826,40541
139268,123951
278849,273778
138120,240969
5461,25471
181567,68889
43370,234487
270327,234704
60500,57251
27860,11105
96258,214561
245659,122570
32620,93284
88649,211876
40710,15574
186988,109775
40340,194457
160401,105607
81487,47968
202079,242522
178204,278083
5705,31932
80396,104177
242285,154291
206375,248674
214967,204447
94286,120645
137632,247956
259147,50245
93278,132695
201050,184264
162952,89722
25865,38011
96049,42630
113638,40541
221811,115088
213338,55141
164580,151939
87333,167106
188317,205041
268351,191302
29419,88490
203322,20961
26297,251315
144577,29138
83395,17567
144494,281772
194841,54592
188606,268395
87944,181138
250745,11360
199656,227612
232009,176519
181601,119610
157914,189276
152601,233786
119538,62259
3001,88015
136286,236185
105607,163229
84110,225872
22267,186750
137912,123617
79020,81271
52022,23104
272722,266979
162920,241089
86607,129475
69232,43966
28357,69358
69367,203533
155937,72500
38844,49695
59024,8965
44051,59024
65463,247510
202402,67262
35140,35758
41876,154590
111523,42761
205060,180293
21857,179386
1819,161619
254350,39867
182011,150878
79486,246785
243319,133797
191123,248115
225872,13855
158168,32272
233255,228889
229172,198090
194457,160399
68066,229978
216325,71113
138280,184264
16853,1388
159282,134552
214319,250748
242522,202079
177748,192935
171390,225412
269218,205298
162997,186902
113513,175831
202293,197040
139976,6417
23998,47960
22885,54184
132140,126216
83588,84906
230511,110102
254556,81111
104767,146255
38342,60981
128863,189370
56359,60451
210162,62478
115484,161583
230329,65463
213859,27235
204481,49658
86663,257037
150723,79508
265209,253255
131709,179023
91291,183004
33934,105736
212091,73792
122638,180587
224030,227055
98593,253495
62203,67503
55236,159607
96358,91
93631,7203
56738,105051
160986,238188
248273,72563
184269,199822
266032,66825
207956,254603
141934,205283
74902,226411
73072,80365
98993,160399
4875,117864
22621,244031
65185,33934
57686,253971
25575,30238
67503,134375
149099,197621
104280,192929
93111,168481
93695,72830
124064,57704
253040,61837
250003,93778
72508,112394
139138,258081
7203,5092
19789,12522
222340,226411
151810,27955
35831,117224
137632,34317
129556,110251
57784,68889
102624,38342
40117,241477
75010,126476
147439,136905
41344,195389
175465,107226
225412,40541
138452,63948
277189,211732
4440,66497
163622,200652
66132,15089
210202,84824
271158,62001
68137,118556
265034,24920
243508,128132
19366,102671
250993,165156
89073,60490
48034,17567
97785,12659
135802,174665
164602,138303
157402,244587
193134,20343
149020,197683
74484,49453
244090,241454
40643,36766
146068,188807
28292,98616
31206,241883
198042,261581
259709,262213
222170,229849
53179,260117
28061,76606
33763,122721
20967,55352
197175,116180
186750,86507
280510,154673
7012,41117
100213,84770
100247,200994
16356,120858
240080,20077
34284,124212
74991,28600
214636,218669
182629,209489
267947,257699
116767,14491
280924,241454
84369,35084
186750,59590
70126,227262
40532,20926
105850,85948
274389,254084
266461,239428
216155,234973
245225,194518
110787,47147
96387,91637
10578,48208
12937,214128
19524,198019
214110,251437
218742,147171
189776,144656
98260,118072
25635,103956
244197,92013
146458,229698
262861,278185
226523,211401
248115,226411
113385,242285
186902,118094
103484,58043
100512,49151
40340,160399
82868,76388
58486,65205
141121,35628
105943,184264
270152,221695
266071,129973
32675,243763
204824,154410
117821,85201
122127,173750
227719,124917
158856,82871
174382,18546
107437,155056
110095,41871
250525,235496
16356,244840
190764,174777
53021,178294
75782,35607
41177,78209
140303,105607
160399,176782
46307,216433
98387,2260
163486,93901
214128,253840
120708,247241
272450,72936
272058,34237
117996,136947
123955,266447
144660,257948
48330,101367
91241,55788
37854,213286
97743,184525
267006,176110
98838,100687
23192,33178
209780,92288
194079,110331
154093,89073
37065,183083
280509,67503
167295,112640
42769,186542
11166,39247
210226,195001
213898,134919
40422,227041
8865,152337
108149,167295
225872,9722
219991,55788
226411,84298
82785,46519
266205,41177
192249,188663
225633,262933
219700,56409
163229,177053
54805,107834
133378,125567
171219,105607
233106,246981
94587,40710
69732,268240
195666,252538
265428,204380
62203,226717
36283,123553
145548,186740
206937,2404
159582,94094
183296,167001
176790,46252
20158,30004
243158,76431
221742,91
63948,61718
233365,204436
83203,224643
140640,280729
114813,15637
154874,251979
169015,14785
116728,14241
89073,239848
66259,231772
25854,160399
16201,84469
169679,138302
13652,118111
225872,829
276340,39134
224559,218709
28848,276955
112424,202867
11865,67073
227605,237688
221695,267233
215124,50785
166976,37170
82800,95936
170659,203484
2676,91091
167242,178070
91091,79604
10114,134908
232876,234800
48663,46092
87382,86875
144560,165281
164332,119479
138302,38342
226290,281568
160674,60210
167295,245520
43182,270200
152126,24057
147275,186866
152247,269112
113839,203322
115521,273680
42896,129973
17954,12962
176790,183004
134254,108028
250700,201971
260442,256962
55934,276274
116188,98387
136606,105542
198090,25791
280510,73211
101540,108582
16433,255166
43521,43397
268240,86368
50860,130174
137912,189762
197668,210198
42438,170063
235145,237578
263035,125125
19738,55788
117152,275138
257489,233765
131415,28357
164810,145201
206095,258081
198731,195296
244834,237984
133392,241454
149018,66925
212062,155591
37549,25120
196007,149513
38886,176519
18678,64411
118726,188223
130915,267006
34573,38342
24304,179893
74250,183092
172965,27200
5030,222266
183308,218761
26445,886
182679,111774
232761,161764
12270,11685
106686,66859
138492,267800
72175,262860
98593,75417
36766,40643
250601,222601
25618,190419
60278,14849
61590,186750
131899,51841
21426,67756
60210,16937
124675,223399
178554,55788
88765,159409
119435,108427
75692,134375
204315,120761
84908,38342
247098,166697
84906,247098
176817,22630
274780,210877
35729,212897
72936,103962
96541,140848
51813,64998
203315,173690
279368,104767
104974,171085
231808,226411
85395,72962
235340,65463
10678,105017
111562,154027
241289,185012
233888,195918
189202,191685
54192,176419
183239,166035
188181,33989
4398,2157
214763,189334
183654,96131
74230,93778
55089,104730
184716,183049
82357,272910
279902,93498
111560,105949
25635,231398
193998,94121
233163,257286
84824,84382
30654,270031
148649,67816
116701,116427
224608,195999
191197,206001
119047,121710
244668,103998
107560,242529
13239,279368
26880,81732
90385,51662
42273,57121
81988,88146
110102,210330
208874,108818
45090,234562
254556,26349
78193,150599
85643,272517
175622,103998
183806,226411
49102,24897
44601,78
215205,250069
62045,269433
75469,140544
63130,197207
214442,112563
131776,167818
278657,140937
44052,49060
262861,259093
79341,126446
19583,150723
9456,72984
44343,237220
99798,131415
134291,132115
266750,1999
244986,186750
56184,65793
170290,239607
223840,102453
146705,189940
232804,189516
2260,113777
198090,227979
188820,268990
249428,85194
208542,222873
233141,166616
173182,66607
136286,64591
91901,55309
159157,238693
81368,262860
94121,100946
129822,89073
81435,268136
274062,6025
32801,85022
239874,145892
49102,105501
59901,143002
38298,131737
143642,208899
59263,16496
35250,191302
56995,259302
58056,32636
104974,113465
61876,80030
190506,30286
90509,49939
225328,139341
243725,214229
278244,228134
129019,69358
251701,278717
50549,3050
20519,36630
98112,104654
26463,196376
15035,60062
260815,139887
51076,240128
249338,237487
244169,62970
97564,53055
191302,184840
59590,86507
49102,118436
263768,52022
202902,228960
260678,235496
247956,221087
259571,275995
225348,214967
265418,149018
231772,138918
90287,203322
113338,126767
248861,67943
68384,230069
230641,80181
63396,52566
270837,219280
54694,98811
242285,122570
226569,12962
67242,62886
14491,100819
192479,208187
96358,222873
201202,50320
278080,239306
216344,136821
182011,230979
183004,181701
260815,281175
66607,234969
195570,142117
241455,38559
171219,226411
229400,167818
161514,167818
192807,278790
221398,214128
166891,210528
22483,129123
241883,172965
44215,93112
131730,213898
208542,91
273461,183865
234704,139976
93284,173339
234265,34573
241454,8865
166976,11421
67285,72346
137921,133625
132868,7442
151532,66694
95182,197519
139895,28140
170054,134832
38942,192929
38276,76197
51788,62975
241281,56714
146218,87103
144635,154106
265987,210313
200908,188273
105607,231071
254599,17567
161530,236938
119216,247726
30133,97458
151272,33763
252698,39991
211717,56327
137921,126920
65841,154106
156223,112742
40340,114329
178672,273892
183244,227187
107619,250601
42907,96196
34365,222862
265922,120849
15559,34573
35580,217302
259922,86663
215087,16356
107560,249008
243109,243592
43386,12111
25673,240154
152918,214167
