FromNode,ToNode
66363,65463
222999,205477
169571,208086
12704,225012
246502,226411
162805,65463
270084,225872
986,60482
5358,64411
237215,239355
125494,167367
124110,65390
107077,185718
43056,69358
279146,87901
208474,34573
100636,42534
170064,163527
145205,167251
70110,5036
94947,92633
227381,105327
267389,153896
217877,225179
91626,134832
204778,38342
136645,218170
123549,247502
63316,84270
35683,39867
58450,205440
163139,121635
188020,192853
84879,226411
206753,100595
113231,87688
43966,69232
184683,140718
9125,141941
90912,186750
58856,245659
278409,271205
17788,190105
240381,33882
91563,82846
98857,100898
201433,196914
255839,234704
249708,260979
182370,266871
68562,130832
127926,60210
40437,160831
70235,226411
37413,160021
125476,54499
220339,48448
59402,93213
269148,33260
73984,100482
194268,199795
80735,89227
219534,252636
261990,236457
91004,167295
90674,231884
131485,114813
56099,278083
94247,25754
83350,82476
39036,32791
255711,170195
13164,10937
101759,73100
22763,54171
60473,206927
240207,170281
158554,143184
252391,277969
221057,65035
179071,222965
14506,128291
71845,67816
145501,215184
13713,159570
203221,208110
147863,151981
158884,82153
118403,245379
109680,214148
71399,98764
162538,43111
33672,226411
219748,239652
229075,251876
89784,148634
167701,174140
187173,40710
123594,80696
171316,129927
154387,198019
42310,39693
44454,63734
112497,225872
57270,92641
247594,251934
163868,62001
45633,56121
180639,252264
248091,199483
33357,241454
91083,167295
112640,164079
109961,4099
115567,76418
175785,247241
185538,19189
254840,251876
194761,119479
85760,226411
43812,67756
88089,62478
183021,210909
281283,275785
225267,62445
180755,2
20947,25366
267452,31463
2107,4419
142563,69358
241214,91800
248086,151587
171408,84518
87661,27904
88609,81260
154685,27176
264057,216563
186659,213601
7010,186750
186080,190540
42448,207740
91937,194792
93427,126521
152709,158266
25814,242941
33707,78552
128264,225872
199696,93778
102665,248493
170011,26689
233763,231363
54357,27904
31917,5518
278211,192929
166353,226411
172951,117047
176910,167878
221123,22056
166971,225872
570,117253
167859,267843
58191,194930
23301,51991
36738,240699
160738,203322
209327,2609
238964,34573
6715,19738
216729,212254
184572,82411
271807,164873
146223,161442
116119,113879
277087,46447
9028,26829
54207,40812
56496,95163
195489,212914
281583,275506
226000,220564
221728,219492
11575,1522
115776,49110
66151,241454
126600,70508
166859,37122
82868,233716
19810,27904
81466,24804
143843,154822
152667,100328
82701,87390
162139,166402
131438,52616
262521,113673
122956,208086
69450,244126
89608,196599
78816,125145
228082,241454
192640,252583
14400,38342
165064,186750
251239,257989
253159,91461
114324,108934
141067,141370
246288,32916
132273,104333
96884,216849
164102,62053
277134,279862
130498,209575
281369,215773
267446,245987
16448,247502
184498,251876
176856,494
190846,180049
235430,224532
236829,155533
197006,241454
250633,167570
32836,272386
9346,54562
186983,184125
72324,96468
130536,77370
237359,212595
7381,3533
215585,160277
258056,278083
264830,54106
181184,187634
269202,89521
51583,27537
231775,245659
242856,4115
220728,34573
58215,79007
190739,137632
202411,132463
243262,100595
55899,101980
253237,151544
85910,100318
59429,159427
107579,132321
44135,147200
92030,166976
167858,244406
167345,123019
165236,134369
118198,268432
16887,219124
59393,53011
116642,67171
237897,89073
204872,190279
54483,9600
69314,65230
51954,170452
33680,163015
171322,126834
152455,152355
259513,9168
104107,48433
93255,7285
220273,226278
74657,77591
56838,98049
120570,150454
275450,268899
141890,50740
40461,225872
253528,267492
101066,77999
280951,66997
195572,204457
181961,181701
151221,130322
201149,253669
36909,161930
272765,157264
16112,25676
142073,66813
45710,27115
177569,263523
144235,68295
255568,89073
201362,90639
19606,67756
59310,251876
55486,2356
232472,237861
172914,120184
137262,168883
237359,242913
96030,166697
260256,17264
76532,65884
40374,225760
74043,27707
147592,119479
280791,29137
193351,67756
163456,278382
69482,108458
10818,17737
83444,231363
245683,17966
256244,138812
28860,247252
152813,56136
33276,268748
158252,165820
94961,71579
217414,211557
253837,89046
2571,89073
233320,51885
64000,170452
245572,198664
104234,225872
229336,256710
7009,151981
251863,161890
120235,130653
17913,34573
166364,118996
65562,89073
1735,96753
39051,42735
68985,71784
271024,84270
160372,93778
140759,70791
192051,11049
12516,245659
61355,63616
224912,134735
35955,187414
109549,244126
30244,127455
48484,148833
103872,82812
179514,190318
175104,166976
76181,167094
123899,130095
258486,89073
2559,251876
11370,54412
140269,248848
208374,202985
68275,61110
151673,175144
257281,2
155807,206088
176102,162664
70584,89073
261690,238554
87432,226411
281365,251656
244695,79360
235464,81435
7562,136342
192238,208086
233999,90220
212234,170024
273754,278869
149675,221087
266320,255523
195558,139679
274302,235496
268431,257771
207772,213780
267100,170452
24059,226411
93436,8500
195469,143763
159031,270427
253103,272442
133931,262951
102491,251796
179876,103429
216308,243509
281527,226411
186478,194930
54851,224501
146031,226108
208606,167295
143933,73080
128090,198090
62039,68102
273367,179405
66091,168240
63094,235811
15124,119479
140440,146941
3213,227085
233894,230408
34182,18709
245005,207291
117251,264639
224305,226787
275514,111595
144807,93514
236826,118672
212868,74401
33879,56121
171579,176800
265874,221770
21582,24753
254140,245215
226180,183049
268,69358
139504,136368
82111,212833
272944,113673
123414,81435
135645,140308
56036,61915
172986,36840
90625,71240
191842,210518
171194,93989
62937,251796
4317,41795
238785,236551
137761,133789
5820,198090
23954,186750
100066,140004
53865,34573
216100,231719
130914,249126
153666,38342
247021,138338
36090,14112
231741,226411
99339,87296
196742,13719
227575,275514
268146,73929
192355,234704
211565,273673
263687,167702
229538,69358
33697,256606
239903,167233
155230,230726
55239,163630
41642,186750
91,65185
224529,183004
8,35084
57543,50522
48438,67756
127354,181430
70706,95163
198253,179504
33370,27999
153947,118948
85259,236379
177114,224775
22168,25120
8553,209222
72949,83047
270579,74238
85552,62860
21570,169594
55111,273224
219449,214128
160700,169939
189128,50050
158019,167104
125857,151981
21783,226411
62280,158890
119164,164437
84000,81611
48407,41934
208629,198090
93886,93284
116150,198090
132924,80921
281107,87029
158763,130125
92828,215505
76472,190375
105416,201238
270254,38258
191767,222082
206570,221742
71444,76403
249361,14125
209098,41117
78719,137632
66624,63548
183733,69358
47734,234009
211730,34573
64565,40340
117011,178054
252888,183004
3645,7304
25010,225400
256093,78580
163861,170391
51600,27517
230489,270771
183879,218296
111161,205477
138607,154780
152094,163761
279473,273187
56840,246289
48488,245659
199304,134832
185263,218170
53607,104489
139279,183244
58650,53839
138152,218403
148184,68295
96825,90872
12338,69358
107140,69358
147438,29325
95802,259455
6847,18427
209855,258348
276371,269891
189809,91948
260652,117789
130499,87281
84231,281175
172794,186905
196768,201564
154420,231789
61988,196906
138155,171046
261317,192011
178360,19525
225664,38535
56941,40071
23746,219478
157350,34573
116276,106341
267113,168773
159410,186750
69615,215333
215645,133797
160191,231265
200723,22056
200403,243999
258862,156689
234879,229416
128752,125226
176012,224448
108027,122520
27606,48790
218495,211950
121539,60500
170684,96745
109671,130119
90905,141563
128251,72913
54239,114434
7296,120708
270016,18083
72473,97512
96538,35084
190788,82411
108986,267474
942,50198
145696,71739
264281,248139
30908,29726
55582,221920
146204,105872
101450,66694
232121,38342
176463,102303
237230,147046
55893,60894
251791,226411
200837,117843
227958,10898
141547,136821
56998,56684
74308,78018
14195,273665
181447,187906
151929,158908
73722,178937
200607,226411
206706,142157
107923,93778
119442,267417
79476,144003
169317,172491
86283,100706
273955,140852
213031,273735
147907,228542
7213,66694
54734,81435
196773,109556
144170,185368
59273,152990
29143,50785
60417,137162
66634,27904
273355,19829
124374,184341
232082,236621
176252,164479
214745,114143
131096,151973
230764,233540
248003,88284
55809,273980
244907,229550
249185,256992
29448,10352
80532,89572
48607,130367
197289,163212
83771,114813
54893,43253
6761,277088
170164,132121
92096,241454
236663,41117
118551,165672
84377,211769
170412,100595
45753,231111
175287,116180
83976,136821
194063,206406
281229,275836
208901,180858
126618,27115
228702,33989
207546,47345
90135,67756
180049,134832
16170,134838
269493,273459
160185,281290
158376,134798
214078,38342
132462,65759
268519,122529
235570,90543
72761,172965
48458,50765
53665,109019
211194,231363
236290,238484
40705,120708
59882,56908
43150,48920
13945,171226
37606,29529
24015,198090
81042,84563
29142,13003
25812,137029
257519,84270
216332,58940
25841,214128
277017,248950
203367,151939
14747,166939
129532,225872
107031,130550
105288,213898
8786,272762
97327,14332
187123,8812
17883,226411
51619,134832
197932,234090
195650,132965
247494,89073
63271,119479
115719,104482
46196,168365
212787,275496
89241,94027
244367,34573
1977,61662
129834,236209
205115,190030
230405,258348
179097,272442
266214,252803
114747,225872
12467,77999
68389,258657
36494,133257
99731,265428
174942,175864
201462,167295
145449,140359
125574,128339
149451,192263
177345,25635
252590,91210
242078,92643
164125,155625
163493,110706
251519,160399
168941,205477
42718,39037
37565,248139
168626,86256
67747,167295
83886,86170
257666,268608
77513,74742
250167,273178
84883,80727
32079,69358
242585,88168
200544,219618
210085,205704
97125,209608
89938,254292
216626,35084
121680,109662
201819,276495
103419,215001
91935,128302
277347,223543
13478,2485
15637,164067
137330,126392
52828,91042
44898,205808
11275,11930
223300,220471
44644,167295
94712,171360
206020,199517
225803,214128
234622,108539
71178,6238
23442,33539
42251,82411
203766,153229
135032,128423
137893,38342
114310,226411
138606,202681
259364,252626
3300,207791
145680,152226
57864,54559
211429,134832
16314,32936
271545,137632
248924,214683
146774,226411
265635,236848
204333,178420
132788,16356
150056,175301
197882,55788
96501,65971
52099,206264
66790,71652
87806,82273
73455,164854
198718,95468
225163,779
186613,81435
129987,136512
18014,96745
10343,105933
10023,235096
24887,256040
159939,223092
14355,120997
45227,250601
137435,120708
102260,76553
149571,150384
163841,75293
202953,93778
45702,77999
80849,228047
194732,22152
154810,60210
166945,70677
162366,75872
168083,59421
126413,231363
234584,204646
151664,104099
40664,136592
187733,119479
34009,138156
253243,214128
237842,133648
132527,139046
82,41117
193895,85253
51254,26738
272036,241236
274075,247465
248525,138869
11202,84699
126433,97695
237602,112071
266163,192479
184378,64757
181248,187681
220518,32617
233707,198090
257347,76140
281620,223157
74376,136075
219531,74422
236388,187449
172871,94961
73344,84393
191386,234704
7242,34563
63893,150733
201169,205733
281475,105698
79467,81649
233775,248952
21229,134828
42272,129327
35956,70648
51134,95074
18688,133799
91190,69358
62650,211465
77539,167295
227839,218220
209144,193871
138459,74506
118877,243565
56219,198090
112403,134295
133014,275455
260871,132695
258718,38886
23081,270010
243589,186378
33119,38342
108575,134375
10983,67756
234431,229924
127775,232090
57935,108353
13493,70154
101462,72989
