FromNode,ToNode
257948,172273
218742,28600
2440,125463
41551,273177
66142,254606
260325,89073
235436,95163
281577,107683
5722,103305
148909,96358
155857,141251
241438,244901
152301,208660
195151,234949
170064,163527
262600,142649
267344,221675
272508,57412
212877,132695
189635,186947
77370,207689
205048,140237
64807,210026
164332,79005
230074,19189
178672,186736
75802,141473
26726,16299
24762,113888
132013,280367
89396,205440
194879,37273
56813,273470
114470,28337
84005,100546
132843,227891
21175,246968
25890,20455
240037,56836
39258,77498
270771,215344
239459,133847
167032,78459
186018,50528
237247,167990
101152,62928
72831,17933
86398,233534
105271,33432
231266,53540
35604,96174
155022,21501
219534,252636
141370,116180
53045,43073
39036,32791
146238,32104
180882,174300
211400,105607
101663,250041
117635,279984
139816,89073
84382,5394
159844,264096
13713,159570
73513,84634
139650,191642
39866,60210
55834,105909
171435,186472
54689,243899
174651,79984
53273,55214
223128,145261
108302,180750
69394,61793
247594,251934
266428,218315
223305,37871
116677,253031
111130,76387
143204,241454
71022,134063
39916,169334
139708,117572
139829,67226
89073,255083
4714,67756
53100,80594
114800,135744
209322,50740
80702,84915
50706,266024
188083,153236
251638,48547
10743,108561
132044,252973
248121,73555
136350,220983
221742,224312
257560,259844
147009,172968
215912,188531
155972,208086
129257,135743
25169,32653
192779,235174
260086,103097
123597,99276
123038,154785
30822,167179
250863,173140
3767,14813
37772,48595
145481,160732
15016,184125
87382,83464
53671,195167
266786,11746
87417,22370
160399,221385
148516,28950
254764,6230
9279,9415
214909,51518
154849,20346
222303,184432
281599,256817
104072,111848
245043,108022
42391,107430
233649,134832
91528,2404
235588,226364
221010,225548
28007,260929
217122,273653
36935,227047
42761,247959
249265,19189
260626,232605
230341,152916
245715,32588
203322,40196
207894,189245
86387,83703
108160,142952
254462,205126
260149,241454
32204,34241
20652,69358
113861,125835
164130,160831
55970,245729
263838,196895
29171,177539
199222,194813
207831,262860
263328,251997
77999,192719
35693,166976
85616,258706
107926,212707
25434,131948
13466,110939
27277,147620
120932,125220
276218,25635
250364,8503
51841,248115
199058,267317
20468,247675
26300,158168
193181,187709
246474,245777
85131,215523
234610,173796
216864,225260
164657,220769
12455,213898
249996,225872
120019,9600
69314,65230
29922,276059
233856,151586
240018,89076
232918,110239
12566,5923
236172,66381
229943,75094
145516,278738
267659,69358
25511,152267
74325,85421
108808,79236
31272,248835
243899,54689
111615,178759
127751,199846
192333,25818
149859,89108
242643,139650
94569,3172
42513,262477
129811,124138
1833,136595
230279,188136
230890,108425
203188,113680
99190,22388
187576,105736
176288,160885
220672,62324
103998,40541
67303,267492
93606,233346
