FromNode,ToNode
135324,148587
66142,254606
11336,223724
274732,67756
219350,109797
276890,249090
238298,20200
155857,141251
38349,140711
37189,120213
143932,52910
109797,221590
277491,275082
154464,230466
106178,83473
255001,108649
170064,163527
267344,221675
212877,132695
2881,70422
45565,66183
213503,97668
26231,48854
81319,281005
170473,228296
244636,32104
90511,183004
199994,89448
24585,187069
201491,33539
64807,210026
164613,48790
164332,79005
77474,212869
145457,188593
61536,72833
97443,218466
100310,107874
178672,186736
239532,241454
240090,176782
75802,141473
180771,111074
24762,113888
272741,262811
56813,273470
167974,156794
115814,171343
171279,281050
84703,17409
131755,225872
270771,215344
3123,134832
172210,169637
80683,268415
136919,134516
260126,197150
227894,189345
240006,76977
59402,93213
73984,100482
231266,53540
198115,186309
105271,33432
219534,252636
141370,116180
173362,52642
53045,43073
214442,50982
166513,31883
237622,74991
261956,221388
112028,184020
82857,160337
139816,89073
34177,8768
84382,5394
89795,36219
205801,228954
73513,84634
25659,176884
200919,121169
171435,186472
31130,132950
196825,180998
35966,103752
219748,239652
39585,279995
163290,23711
42108,148366
144117,234704
119410,32114
70071,53229
69394,61793
118982,167748
69186,65350
149458,25955
52713,69358
202663,208714
111130,76387
143204,241454
63894,262245
175144,109076
137189,199822
165364,57149
183654,130627
67013,69358
136753,92501
85741,175144
250782,115134
170631,62001
78539,62478
39916,169334
95422,42925
139708,117572
243704,223986
266337,88748
205041,189959
23586,203976
89073,255083
59374,270066
133031,185325
18012,187145
102586,207973
120581,38005
197712,138580
106469,3164
188083,153236
16173,126037
243430,70192
100648,4046
70026,40260
7669,252192
277082,260250
248121,73555
15002,79106
108881,66296
245851,37195
148122,12678
70578,170452
123597,99276
125507,135138
123049,117792
75633,72252
71101,74623
11437,116762
274517,228099
193157,129492
15016,184125
148516,28950
113888,167295
53671,195167
160399,221385
160786,225234
158962,144211
164721,159373
169133,189205
155587,247131
176794,17135
255669,111252
71015,187041
30258,23502
24973,27089
101504,185552
279377,258435
104072,111848
35050,151616
18669,48340
255289,119479
2168,106376
149768,159991
28007,260929
151317,159638
24510,21780
272058,191585
218547,214801
104686,241266
240111,246197
218958,214381
113425,30454
203322,40196
108160,142952
171888,164760
210860,103797
91473,74418
210533,105919
126036,159254
69511,166209
164130,160831
33141,173057
92773,73100
