FromNode,ToNode
1,15409
74361,18412
74361,83203
74361,176541
74361,224643
74361,226411
76448,41825
41825,76448
226411,60440
16,61790
61790,16
61790,80205
61790,111084
61790,127617
200870,55175
200870,226411
55175,200870
55175,226411
130832,226411
2040,226411
36829,2656
36829,9600
36829,41383
36829,67019
36829,122851
36829,245969
2656,9600
2656,36829
2656,80432
2656,80959
2656,101101
2656,123539
2656,135896
2656,143920
2656,147616
2656,165180
2656,220956
2656,227122
2656,234266
2656,234382
2656,255837
2656,261543
2656,261549
2656,262269
2656,267292
9600,2656
9600,36829
15399,69358
255607,7022
255607,131834
120904,38134
120904,47746
120904,229895
9077,7022
9077,255607
7022,255607
30,6551
6551,30
244236,227845
204648,197073
49102,5030
49102,17512
49102,50016
49102,51048
49102,96935
49102,118722
49102,156799
49102,232131
5030,49102
165923,226411
66,226411
276237,130832
276237,226411
161093,226411
173650,50528
173650,130832
173650,141173
173650,226411
71218,602
71218,60440
50528,130832
50528,226411
111245,174845
65506,226411
233947,10914
233947,46425
233947,47553
233947,63130
233947,72087
233947,90853
233947,96845
233947,128538
233947,141571
233947,169396
63130,233947
219782,92583
219782,204562
219782,226411
204562,219782
204562,226411
92583,3714
92583,23947
92583,88171
92583,95082
92583,153792
92583,158305
92583,164588
92583,204562
92583,211611
92583,219782
92583,224539
92583,233155
92583,265423
199143,60440
199143,203193
199143,204234
199143,278675
60440,199143
32115,60440
32115,112439
179974,422
179974,64270
179974,84375
179974,168570
179974,226411
102533,422
102533,64270
102533,84375
102533,168570
102533,226411
228641,51898
228641,76646
228641,120939
228641,146656
146656,193309
120939,51898
120939,76646
120939,146656
120939,202402
120939,226411
120939,228641
76646,51898
76646,120939
76646,146656
76646,226411
76646,228641
51898,76646
51898,120939
51898,146656
51898,226411
51898,228641
266528,192766
266528,226411
221920,226411
115,82526
117,245849
245384,602
245384,42583
178134,87634
163141,152297
10294,79381
10294,266555
103064,1241
103064,11931
103064,45448
103064,81414
103064,134054
103064,154749
103064,171704
203842,64715
203842,97564
203842,245219
203842,281568
225501,54437
225501,92015
225501,136977
225501,187420
59610,69358
6467,69358
248255,130832
248255,226411
246117,130832
246117,226411
148626,226411
101011,7016
101011,174764
53085,230963
86689,38377
38377,17542
38377,86689
227319,105469
227319,136242
94374,25744
94374,56762
94374,57128
94374,74628
94374,87530
94374,91789
94374,111786
94374,131792
94374,142060
94374,153519
94374,166665
94374,177955
94374,197986
94374,218174
94374,219452
94374,221996
94374,228537
94374,245939
94374,264299
94374,274236
153450,27115
27115,270089
238198,10222
238198,41847
238198,79927
41847,10222
41847,238198
10222,41847
10222,238198
231470,226411
237611,226411
168,27115
168,95211
168,153450
95211,168
95211,27115
95211,153450
206676,52032
206676,226411
170,22596
60398,1057
1057,60398
214463,64582
64582,7076
64582,17621
64582,21596
64582,49079
64582,52096
64582,72889
64582,151499
64582,179260
64582,183386
64582,186516
64582,214463
64582,219875
64582,229812
64582,253948
64582,256235
192,6356
6356,192
195971,226411
114190,20288
114190,165693
114190,182557
114190,192273
114190,203363
114190,241877
85817,257510
248096,18716
248096,179251
193462,213490
193462,219089
193462,279069
256323,46199
256323,58836
46199,58836
46199,256323
46199,270603
