FromNode,ToNode
245644,178759
233224,79338
221012,187485
215264,152337
29800,102078
155857,141251
86680,76727
37496,262860
244234,223425
135240,258140
28140,184125
90561,241726
25458,151329
70110,5036
212877,132695
194483,166035
270832,200959
158009,130437
22914,169524
38304,42887
162882,161514
27684,122457
280542,10352
144653,135634
164332,79005
52499,225012
230911,171676
150249,69005
258365,92476
178672,186736
239521,132694
12184,201065
91754,83889
240090,176782
829,186750
62345,77999
13032,226411
132013,280367
112991,244957
8668,222754
93991,46309
14824,116967
148438,201437
22555,2825
111098,236876
158947,165157
240037,56836
234774,241433
78100,266325
96554,25458
50806,48390
59402,93213
75962,280902
105271,33432
231266,53540
198115,186309
65665,259455
254152,226222
55008,86240
141370,116180
253840,68607
244067,231405
265210,119479
193115,185496
267755,181279
165,28141
42769,104513
172622,77773
242511,226411
25401,161326
218288,36469
117635,279984
84382,5394
215012,222196
277031,26389
219032,89073
68763,59090
223888,265160
88968,251796
115768,139224
223128,145261
241175,245647
598,214876
69394,61793
105175,204932
118982,167748
103627,43559
14475,89073
253916,89073
34825,151438
259439,129578
175144,109076
245851,121293
223668,107623
169053,199309
29618,216991
114813,30436
39916,169334
242021,152227
108719,272662
243704,223986
74445,255694
23586,203976
231727,128830
89073,255083
51378,219032
47484,183401
20530,88167
14013,195766
11010,265398
232918,203986
121993,94085
106469,3164
188083,153236
33934,89835
173171,209119
227191,178974
100912,76006
67827,106064
16020,104875
224260,151981
206095,170717
129257,135743
65285,38523
243544,200417
136308,241454
23038,226632
229822,36829
222256,168988
230935,113390
15016,184125
53671,195167
266786,11746
160399,221385
206476,11261
55388,61458
117978,102741
255669,111252
71015,187041
154849,20346
194156,168986
212571,130546
191784,113162
215636,239742
244213,92291
104002,215235
82500,161730
2168,106376
89880,201501
237006,29776
252583,201903
256042,54347
60210,93989
179622,198241
202424,241454
191587,125340
203322,40196
57587,80845
152262,258267
256841,10520
254462,205126
210860,103797
216480,216284
36929,44739
32204,34241
220548,186376
164130,160831
56286,235426
259267,278987
97851,56199
176419,5855
124605,23287
243222,238685
166976,101545
271578,246887
5030,122938
23704,138869
77999,192719
35693,166976
195987,192929
87979,249703
125692,207940
193127,140794
32492,56813
10083,101184
54780,11575
66976,132013
5545,156265
228028,14344
135736,71278
242806,36612
51841,248115
235762,76806
235140,232131
199058,267317
112582,118672
169627,56899
26300,158168
244851,217768
150477,152267
112286,44929
81235,35625
22464,10293
115072,203904
193181,187709
75197,91433
51781,67756
10772,226411
169732,203322
274707,147820
101115,226411
249996,225872
16356,199092
171532,174665
186066,226411
69314,65230
187570,226068
273049,134832
167222,98519
36276,30904
139973,53222
278080,109477
177014,92641
69713,133616
108808,79236
31272,248835
187456,42229
57328,79557
49863,94703
107768,256764
10263,119479
84114,57937
37003,269501
237322,184335
158303,65772
64172,226411
148842,228151
6330,246163
265177,50519
123900,41503
81370,172590
24659,26834
176288,160885
103998,40541
19363,83240
238070,270537
240588,57149
156986,98151
3669,63820
165766,4937
38106,185941
159913,241454
259375,262580
213997,244922
117635,260126
45258,242233
