FromNode,ToNode
269328,265905
106575,55788
131837,154547
214265,93989
184441,205477
115112,239306
95004,14191
281374,89073
251067,226411
154315,95163
93351,226411
208474,34573
154464,230466
272788,134832
188123,264506
134867,85564
179389,7485
25761,67756
120730,141370
270530,167295
129706,110086
202253,203322
157241,160166
219685,241454
186518,23859
158362,165896
217861,87855
201491,33539
233877,134832
56,186902
60636,68889
215874,221725
75802,141473
130330,211254
34852,214128
42339,214536
222702,16321
10910,8691
84005,100546
142957,165879
249672,58466
14574,134832
20993,166647
262640,247011
35951,163296
16926,66344
192101,241454
223639,231802
165609,206596
133468,77368
277783,186750
164076,251796
63706,65358
73638,198090
6296,171343
241337,80225
164566,134113
49159,119479
85978,101100
213935,221657
188238,117152
30845,158584
95150,132383
233681,117180
167755,174046
227976,55788
14588,18986
255081,138280
107894,211642
111130,76387
33711,126369
42767,76907
141640,26078
189298,207976
120373,103820
115581,257659
174766,171499
181992,249088
185882,231363
23622,258143
136756,250976
34784,125937
80287,92401
120581,38005
828,95163
105901,79626
202092,251796
246982,262674
48752,107848
69164,144344
118952,7764
133150,89073
231890,236828
192944,193528
136308,241454
160390,181701
188675,262860
4314,231363
213953,34865
45773,186750
122703,92851
122473,69358
228843,194466
204385,139228
143605,82411
254854,278917
71335,77999
793,34573
40315,90686
171888,164760
229311,27936
130498,209575
278360,171709
4590,268240
22767,244195
56286,235426
135674,177724
102314,225934
103123,194540
209979,205765
170713,213296
40392,261635
58972,39152
188782,159582
281219,86240
244240,174204
32533,186750
242858,69358
154596,136790
230585,203188
111240,241454
28498,24726
10799,151981
50318,134832
177900,75169
131421,126911
85131,215523
280149,78762
131704,208480
69314,65230
166293,106701
100966,69358
239761,242194
46437,177059
226520,68295
77273,244735
80593,174205
52773,14311
207100,202134
177112,192270
30276,231363
172149,69358
129965,20706
189371,17781
205025,171245
83872,163800
180689,223083
210992,106497
269144,194679
153656,33292
66590,139396
95448,274101
116300,98595
104864,81435
126557,175145
141263,166976
179289,67756
165523,142105
205262,151939
183056,201497
62316,67767
211025,188177
215040,108822
214459,251796
52322,254409
259375,262580
276489,280501
176472,102673
54498,145076
174780,219619
226371,22258
75497,228115
173249,96567
87761,65383
223222,209489
242269,170452
262401,65358
161385,225872
104436,223868
5640,215773
271396,217497
243216,251796
81804,247944
193807,34573
233423,97954
53015,59424
86747,160587
180603,132139
9212,73530
64411,33934
31592,146273
93679,95363
235096,113936
175049,217206
38638,83047
257018,34697
235294,167295
275157,130577
248551,251030
40076,37366
263676,194930
274132,264248
175010,182302
246729,252874
240887,117839
190874,6541
255216,262994
281201,148516
262567,273603
94627,235266
100663,96528
88594,78094
154719,225872
89317,264750
76124,128250
252307,82411
81318,218117
72106,74985
52409,132695
251636,70999
131414,276716
14524,241454
39792,259343
255510,97386
64171,121421
264039,231363
222557,18046
51760,271746
249364,248139
29844,27904
30470,19189
212878,137263
97538,243180
466,24850
201087,33539
182871,203163
240881,241454
195474,149601
217239,48452
231688,241454
73270,247054
19274,47765
48684,8644
85916,160365
100296,93454
112971,225963
237254,20765
215666,138434
231776,192120
181811,177452
55849,152945
9161,14917
207806,93778
72147,167295
94610,77740
278387,57393
152683,231363
90779,271207
217673,228267
158763,130125
93159,231363
93696,158624
24202,17707
229849,222170
88899,104435
138435,127468
4691,38342
169728,89073
43799,163887
166134,162389
28566,280190
12547,67589
110756,182141
186822,183562
14779,65388
207027,204347
86594,219294
203282,225872
28996,55788
21531,41700
160743,163423
129915,101060
51314,38342
78568,162897
163036,205223
58806,23018
49264,45535
82353,134375
74093,94648
262425,43653
176929,234704
63652,66007
128524,89073
69215,65367
21836,16267
170242,230511
278777,182473
1713,165189
186887,220096
189381,226411
24141,272762
179439,23519
218354,276036
84821,275613
1723,90451
262650,244126
81799,36848
183006,110675
245154,214128
68208,95519
55505,105607
49942,118764
7228,3164
261014,1737
78369,96745
40956,175067
10715,8459
180575,11508
196607,186750
131419,79159
57176,270771
154843,204911
12656,5987
201121,82853
245386,171514
179317,159086
261448,98730
196906,140769
623,142226
268247,265851
