FromNode,ToNode
279495,231363
142368,137632
131837,154547
278724,258991
281577,107683
245644,178759
142487,225501
81448,226411
20554,72589
221012,187485
29800,102078
223990,105607
126126,147221
99168,120927
107077,185718
249807,195283
152301,208660
189223,191703
114141,280582
62167,84452
102378,199400
272508,57412
125631,111336
184878,256048
213503,97668
56981,231363
90511,183004
17175,98595
51674,59601
268852,25967
21497,114307
77410,277286
100310,107874
92374,73432
140840,238668
47284,70335
132013,280367
98249,114283
237807,266023
41474,54242
22555,2825
222908,274393
240037,56836
157554,95064
228005,21203
236563,73100
138261,214128
206862,14344
109040,19570
231266,53540
8017,2897
219534,252636
51381,265428
207584,5106
178463,67756
165537,181701
33521,44757
154559,150381
26683,226411
84667,99848
127052,101162
168972,278486
47629,137632
114615,120708
83062,3331
13713,159570
802,5789
127098,76283
3373,93431
269349,55788
25990,137632
144555,151011
137219,170281
92855,176864
60836,146316
158449,6124
202624,45641
246218,152221
140464,97432
134988,140892
131825,89073
33659,13623
21876,258617
123935,98387
107894,211642
152838,191774
137189,199822
53966,158700
211621,170452
40887,204949
42767,76907
95422,42925
280116,119479
170222,193023
89073,255083
190062,194930
259255,226287
99451,273315
243430,70192
192516,243079
70864,222442
7669,252192
231215,7203
84838,240894
94782,177116
108881,66296
147009,172968
103568,77999
109040,235635
260367,127694
113548,162306
13237,10873
103031,243109
198054,169703
33904,259455
188780,265504
225779,125124
145481,160732
76094,11132
188062,259455
53671,195167
191042,180268
7976,134832
53983,44156
210258,223949
254504,99660
87279,183865
181615,276665
253494,150899
192257,160808
29080,13877
78311,65358
71754,234704
66288,122974
218958,214381
26088,59135
151826,104912
178163,205378
271802,225054
113425,30454
195133,172674
866,77999
221113,279368
192396,65859
130366,216269
36929,44739
29171,177539
131538,96745
226654,236498
25434,131948
35693,166976
235025,239428
48685,230713
27277,147620
3591,279832
5545,156265
147565,210491
88176,166585
241229,58836
52155,273788
121205,125171
147133,136987
10216,236793
112286,44929
93659,241454
209264,37443
107457,177787
17757,80831
234610,173796
172151,155586
29350,59960
249996,225872
186066,226411
189271,105607
46437,177059
46538,181701
213687,224894
202417,50982
56376,60391
269502,118557
177112,192270
279282,183004
6722,55788
77644,68137
258853,37481
162682,4500
33535,79687
250031,253951
236851,66510
37003,269501
158303,65772
57707,270711
216194,176790
121951,16363
137929,48525
119681,208086
153687,157226
171565,155908
201971,268945
198736,166109
5189,118776
2651,8272
136581,139289
238070,270537
165523,142105
264401,103820
175672,27105
156377,253910
187703,148029
213997,244922
178379,18979
84648,135273
224841,103998
60722,221087
36044,152918
141988,226411
209363,206398
23600,226156
78827,265319
256630,77400
35836,239607
236311,232424
34026,45199
266184,27955
91081,227979
235687,218576
139289,123937
19737,28879
108268,84219
32829,222569
158169,186355
145192,276341
35986,25070
219561,32791
94250,57976
210719,245492
187047,243715
244519,236494
211249,170281
107638,93989
158499,153896
12959,186750
74251,38342
106561,259455
223902,166381
5966,89328
275776,116346
274132,264248
58154,89073
106344,31927
251612,163625
174532,234704
75365,84730
262260,8198
8025,159593
206644,209104
262567,273603
152066,249456
95614,232195
242868,259243
248405,70953
276981,211903
281786,235661
83168,188565
128068,58022
204870,263015
157782,153147
229428,223399
97564,247252
172385,276457
120695,117025
254295,179835
101916,112839
281131,55788
236311,261924
70636,71694
162782,126248
104129,111791
466,24850
129153,108470
231429,38342
217203,223687
226006,170643
55261,84652
215,65358
109575,38449
57765,96567
273221,263010
1714,40340
31757,98400
112643,116869
102283,105607
16052,272762
79687,73792
83610,81435
201777,196540
28599,271446
8019,172708
79053,14385
41588,124552
190817,149226
190265,114307
188712,34468
238465,167295
257696,112288
64896,13877
201202,280153
135348,167295
263204,62916
249666,114174
163304,268659
85597,80002
59544,254292
242941,224434
52872,108895
258289,21365
235099,167295
189938,155821
257567,99879
129271,202577
118849,112273
73335,7689
152094,163761
104713,16939
235653,144986
195834,226411
261669,30109
179973,86825
35347,93778
187827,181362
185673,31393
259681,150733
158172,64426
146237,260117
230939,247198
187335,47825
246708,49541
168098,250658
228554,216677
101732,21574
222431,157316
134821,87884
16866,225054
26673,175902
97837,43397
269755,248755
65552,419
95781,151707
227579,249989
227738,84941
137583,168305
94358,130964
153375,170027
53947,227031
244226,233235
48641,193305
185878,89073
167553,53540
139129,119405
43053,183004
111890,118460
158177,5886
177876,175565
192120,123955
31693,241602
72753,19590
23839,8068
54743,11499
85534,80067
172110,165369
187172,120763
173098,76655
70768,245659
257591,45120
50025,151454
264075,231573
39058,60210
78914,49102
155594,18718
263035,148468
165776,267492
61166,13907
150376,156041
68393,100511
123900,124601
278579,104766
267725,271684
276863,144241
68306,232531
92964,277080
273368,213643
241545,192120
238395,265010
39881,160732
247071,222732
246342,233411
203525,20346
15308,11760
265137,28279
71535,98387
34968,248021
25684,176620
186076,194878
30663,278394
279238,13662
220784,117152
60065,96745
208386,75453
83352,169863
221978,105271
137201,226411
209674,188083
280392,167818
150200,250030
54644,105607
268802,233293
49674,66011
120117,208255
31790,235116
224169,110239
45112,196641
197932,234090
212779,61682
87515,272672
224972,68276
168758,166594
215289,148689
93208,214128
122397,211669
110403,194251
176770,182529
