FromNode,ToNode
43949,139062
177317,259455
38089,80635
218742,28600
235436,95163
264380,9130
245644,178759
167497,241224
75969,171343
144208,3712
133363,132695
152301,208660
103456,212707
255001,108649
155100,103039
45019,97563
213503,97668
242941,156223
91304,261845
56981,231363
183768,82382
43030,142889
199994,89448
74577,153612
130854,133878
226047,159904
105518,159528
262847,183004
182018,40710
100310,107874
47371,158340
249316,20840
62237,127955
211705,98387
132013,280367
48962,25721
41474,54242
15912,12593
22555,2825
253362,34573
242148,34140
203690,193483
199846,235496
214494,98895
276478,2260
172210,169637
157554,95064
192101,241454
236563,73100
198131,7203
231266,53540
73984,100482
133468,77368
8017,2897
219534,252636
40462,84543
33521,44757
185201,98595
269378,99532
272588,252445
117635,279984
84382,5394
47629,137632
240302,225014
802,5789
127098,76283
128095,125851
158449,6124
239227,210335
7932,116615
70071,53229
186525,271408
207859,197023
102582,120706
178253,254340
116677,253031
166202,151939
111130,76387
152838,191774
277046,122611
194761,119479
168690,59933
66847,102390
107579,55646
156746,180055
243704,223986
144191,80595
158247,245659
18012,187145
203961,201947
237892,231363
16173,126037
100906,23068
264541,166950
277082,260250
236671,89073
35052,32613
156397,56027
215912,188531
20136,234704
206727,23991
137849,190537
253588,17019
123038,154785
101635,148919
71101,74623
145481,160732
9028,26829
240587,6714
87382,83464
7976,134832
278817,257214
161225,269222
182336,261879
53983,44156
181615,276665
253494,150899
110529,116200
9401,124705
158815,210745
105671,81137
35050,151616
32600,221087
253886,194817
213420,67503
24215,96465
129217,98139
61233,25854
218547,214801
218958,214381
4425,171709
246912,17968
113425,30454
59450,101835
86099,79542
48492,32956
204332,247241
77075,194930
68429,140996
100842,200493
152630,268421
163293,115692
24012,274276
119590,149178
125692,207940
32492,56813
27277,147620
276218,25635
51841,248115
88176,166585
192404,260815
192218,210162
132994,132284
61419,245865
85131,215523
85913,53185
9295,229156
120019,9600
267625,24536
113492,40593
280314,57721
235450,167609
273049,134832
202417,50982
82285,87821
165949,168147
103164,96745
164059,182769
209977,225283
216047,254191
124116,234704
258853,37481
33535,79687
262126,45427
112736,150673
57707,270711
218052,200733
137929,48525
119681,208086
230573,34573
153687,157226
5189,118776
213503,202641
2651,8272
208460,146520
238070,270537
165523,142105
183899,102858
210983,75326
265162,12149
18399,224442
93235,99968
247744,76418
105551,173007
68564,221164
176472,102673
141572,164238
138752,198090
60722,221087
95222,195329
235493,114372
115497,207374
260322,96745
20112,31223
160689,64159
220374,55091
221876,72157
266184,27955
196571,43618
251080,156984
84505,89073
48072,18443
219561,32791
60821,132837
256040,196028
72908,200055
72580,15742
244519,236494
70929,253257
76014,82341
213630,17781
211249,170281
18093,279044
8841,247241
152059,279271
45140,61769
906,176790
122825,228551
101244,203077
243501,114007
275776,116346
58154,89073
274132,264248
249192,252192
251612,163625
76624,32104
130793,127542
262260,8198
201651,20715
206485,129433
262567,273603
199172,39625
75068,43280
136418,238261
83081,235496
137045,93346
55883,4924
281614,105607
248405,70953
65898,237172
107598,183401
38211,133797
83238,76563
108258,132541
128068,58022
82666,2340
272517,27277
236596,273002
28140,243473
256382,105671
63041,146882
29521,54930
207937,216696
280536,146547
28326,261769
264039,231363
104129,111791
173786,198175
224995,187145
2963,74506
168360,180272
238659,120708
240127,42974
180081,130383
266999,103920
234406,213898
58843,98387
24613,172024
156649,100842
177318,9549
109575,38449
35761,96465
176447,136042
30291,223733
31757,98400
39066,241625
35373,55788
29064,146520
151164,123902
201777,196540
261294,252868
231776,192120
8019,172708
114571,270339
60623,123922
41588,124552
190817,149226
190265,114307
20183,93778
188712,34468
248682,187656
94140,270911
132996,183004
139083,108491
201202,280153
94232,59356
202508,227642
140769,44004
156397,94374
47380,269959
85597,80002
87612,79015
89662,194930
40117,65325
59544,254292
127823,72908
175758,111696
52872,108895
148506,181701
262046,146218
278859,146841
4740,248330
257216,245659
100017,165672
151768,109874
34995,56742
257145,200472
147913,169878
139891,151707
183879,218296
105968,119479
280744,96745
136145,174401
138607,154780
104713,16939
247033,46971
81706,141217
18946,77999
39566,85623
179724,32104
78412,17781
54709,89657
179973,86825
77375,280039
46674,53721
178524,134832
135742,17781
158172,64426
219613,230337
39114,119552
22595,236657
242972,188313
94090,276540
170723,275707
148520,234276
276006,149924
71419,207073
164041,195426
130176,73912
97837,43397
269755,248755
195059,119365
117256,46950
227738,84941
233720,226411
101866,176790
189018,58969
137583,168305
128551,214697
269949,151697
274456,7859
213643,111626
94358,130964
101373,95163
280719,78359
218354,276036
120426,25458
139129,119405
178819,89073
22111,6592
71545,270935
25773,49014
14972,181701
192120,123955
49605,40351
31693,241602
20643,79341
43776,78548
54743,11499
85534,80067
173098,76655
7199,278112
155594,18718
91975,83599
55652,140787
114754,109544
221876,23380
171842,52683
196773,109556
124925,32791
184836,178775
62587,165950
